age,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days
57,1,24.17,79.46,12,7,6,12,2,0,26,5,2,1,4.0,0.61,73.87,881
39,6,14.41,41.5,19,3,6,13,0,1,24,6,3,4,4.0,0.1,79.03,405
20,4,7.21,63.66,19,5,12,9,0,0,12,7,3,1,5.0,0.18,61.1,482
31,10,13.43,44.14,13,4,4,11,0,1,9,9,5,2,1.0,0.39,47.14,1111
19,4,15.68,47.55,15,6,3,5,1,1,11,6,3,1,2.0,0.95,61.88,244
49,4,20.12,57.48,11,5,3,3,0,0,35,6,4,2,3.0,0.52,100.0,155
55,9,17.73,19.74,11,4,6,7,0,0,39,1,2,1,2.0,0.6,66.87,271
50,12,10.94,12.8,11,9,7,15,0,0,33,9,1,3,3.0,0.34,81.96,1070
59,6,5.59,69.28,9,4,4,15,1,0,29,7,3,5,3.0,0.61,49.78,560
23,8,2.67,67.31,11,6,7,14,0,0,4,8,2,3,5.0,0.72,80.48,1007
58,11,3.65,64.58,11,6,4,23,1,0,28,8,1,5,4.0,0.32,62.14,305
56,7,12.99,49.79,11,6,6,10,1,0,34,4,4,1,3.0,1.0,63.43,216
42,4,17.49,52.89,15,3,7,6,0,0,13,5,1,4,4.0,0.64,84.69,678
51,5,10.92,49.49,8,7,1,10,0,0,5,8,3,3,4.0,0.87,78.27,38
28,5,0.93,5.0,8,6,4,6,1,0,35,7,2,3,4.0,0.35,82.78,458
54,10,3.91,43.65,9,2,3,3,2,0,32,4,3,4,5.0,0.83,79.73,1108
58,9,7.34,52.67,13,2,1,13,0,0,33,4,1,4,4.0,0.75,80.14,195
24,9,28.03,81.44,12,4,6,23,0,0,22,4,1,1,5.0,0.45,74.48,177
39,6,14.75,76.81,9,2,6,3,0,0,31,5,1,1,3.0,0.37,77.35,384
56,9,6.05,57.34,15,7,5,17,0,0,18,4,2,2,5.0,0.32,78.25,457
27,6,39.17,63.89,13,2,1,21,0,1,23,9,3,1,5.0,0.22,51.37,133
38,8,9.17,30.97,11,4,5,17,0,0,15,6,5,3,4.0,0.71,77.43,654
23,7,3.94,51.42,14,7,1,12,1,1,44,6,4,3,4.0,0.8,79.06,1051
18,7,3.04,27.49,11,2,3,17,0,1,42,6,8,3,5.0,0.26,42.39,752
51,7,25.99,47.13,10,3,1,4,0,0,25,6,2,3,5.0,0.02,77.12,659
31,2,14.38,17.03,10,9,2,20,0,0,44,5,2,1,2.0,0.13,97.92,916
53,9,5.48,39.68,18,5,4,24,1,0,29,4,4,2,5.0,0.18,65.23,791
44,5,10.67,48.1,12,7,7,5,0,0,38,6,5,6,5.0,0.3,73.07,418
26,6,19.7,48.28,9,1,5,9,0,0,44,7,6,2,5.0,0.66,77.95,492
23,10,11.0,17.7,14,7,5,24,1,0,38,4,4,1,3.0,0.87,37.4,40
48,6,4.14,65.27,9,6,5,22,0,0,7,4,3,1,4.0,0.53,72.37,301
34,6,8.94,58.74,16,5,2,17,1,0,29,10,3,2,3.0,0.0,67.27,1003
53,9,18.54,23.38,11,3,3,22,0,0,23,5,7,2,4.0,0.09,71.45,1080
38,5,9.57,49.77,6,3,2,7,1,0,22,6,3,2,5.0,0.97,81.52,65
44,8,27.3,52.56,8,5,5,12,0,1,38,7,2,3,4.0,0.84,56.51,488
58,15,16.24,15.31,16,4,2,21,0,0,40,7,0,3,4.0,0.82,76.16,251
45,7,1.28,49.54,10,7,5,11,0,0,14,8,2,3,5.0,0.42,67.71,1075
33,6,11.11,59.54,6,5,6,21,0,0,23,7,0,0,4.0,0.1,74.29,990
52,8,11.68,68.12,12,5,2,13,0,0,20,3,2,2,3.0,0.38,70.22,686
53,6,4.88,27.28,13,7,3,19,0,0,28,6,1,2,5.0,0.86,60.41,148
52,6,12.66,57.68,9,6,2,17,0,0,19,6,7,3,5.0,0.17,75.23,432
36,8,10.45,41.14,5,2,3,21,1,0,5,8,3,2,4.0,0.57,65.85,1140
38,13,10.89,39.22,11,1,4,4,0,0,15,5,6,1,3.0,0.97,53.22,1180
50,8,8.58,57.95,15,5,3,12,1,0,17,7,3,7,3.0,0.23,54.04,1157
40,7,26.71,53.18,6,5,3,13,0,0,11,10,3,0,4.0,0.46,58.22,344
23,5,3.0,61.46,10,2,2,20,1,0,12,2,5,0,3.0,0.42,76.61,823
49,13,20.19,34.83,3,2,4,6,0,0,21,6,5,1,3.0,0.17,69.28,459
39,11,3.42,9.08,14,5,9,16,0,1,18,5,2,2,3.0,0.26,61.39,1057
20,6,5.77,54.11,12,5,3,12,0,0,14,5,3,2,4.0,0.61,58.53,512
52,6,10.94,19.25,11,9,3,9,0,0,1,7,1,0,5.0,0.8,65.61,921
33,7,23.12,20.91,16,5,2,3,1,0,43,7,2,2,5.0,0.53,57.4,1088
59,11,31.73,37.96,8,6,3,5,0,0,8,3,1,0,3.0,0.42,72.38,1071
42,7,13.07,74.92,13,6,3,23,1,1,17,8,0,3,3.0,0.43,61.35,339
34,13,13.09,70.87,8,4,6,21,0,0,37,3,2,3,4.0,0.92,69.85,671
56,6,14.01,29.65,13,4,6,8,0,0,2,11,2,1,3.0,0.52,53.85,1193
30,12,11.51,63.4,7,5,8,22,0,0,41,5,7,0,4.0,0.5,50.23,458
45,3,28.24,33.8,16,7,7,22,0,0,27,4,3,1,4.0,0.55,68.84,862
28,5,13.34,53.3,7,11,5,12,0,0,12,5,2,2,2.0,0.38,60.68,976
27,11,6.62,51.71,12,3,2,5,0,1,44,5,2,1,4.0,0.04,60.04,1051
56,6,7.42,64.04,6,7,6,13,1,0,32,7,2,3,4.0,0.87,66.95,53
41,6,13.64,44.56,14,5,4,3,0,0,8,5,1,2,4.0,0.48,75.03,421
55,10,10.57,48.51,9,4,2,3,0,0,12,8,2,4,4.0,0.42,44.67,1030
41,5,20.49,58.85,15,4,4,20,0,0,20,10,0,1,4.0,0.85,74.31,984
50,11,6.53,44.16,15,5,3,20,1,0,23,2,4,2,5.0,0.23,47.27,546
34,9,7.31,64.94,8,2,1,16,0,0,18,9,1,3,3.0,0.56,37.52,970
53,8,13.79,5.0,15,4,3,10,0,0,20,6,3,2,3.0,0.18,76.77,388
52,6,0.44,9.7,15,8,3,3,0,0,40,4,4,2,2.0,0.96,71.17,521
23,7,17.08,28.01,12,4,7,8,0,0,1,2,5,2,4.0,0.65,75.0,387
33,7,2.64,45.93,13,9,4,15,1,0,20,3,3,2,3.0,0.49,71.79,220
45,6,6.6,40.18,8,5,2,11,1,0,24,5,2,3,5.0,0.54,77.47,1126
58,8,22.34,38.16,13,4,6,11,1,1,21,4,1,1,5.0,0.38,74.57,150
49,8,18.09,29.0,18,3,5,3,0,0,0,8,0,0,4.0,0.71,41.43,1002
43,4,12.03,59.72,12,9,3,22,0,0,5,13,3,0,1.0,0.19,61.07,353
28,15,8.63,36.67,9,9,1,4,0,0,43,10,3,1,2.0,0.03,46.0,1114
42,15,11.39,20.3,11,3,5,22,1,0,20,2,3,3,2.0,0.1,100.0,893
48,7,5.58,26.87,13,2,3,6,0,0,37,9,2,5,4.0,0.64,65.37,555
38,11,11.08,16.44,12,2,4,7,0,0,41,7,7,2,4.0,0.24,65.42,528
20,6,11.15,65.55,12,4,5,8,0,1,2,5,3,1,4.0,0.18,69.13,555
29,8,12.57,27.96,10,2,3,3,1,0,12,6,3,2,3.0,0.77,58.26,675
57,7,7.25,27.5,12,5,3,3,0,0,41,9,3,2,4.0,0.6,80.71,620
58,9,11.97,70.29,9,9,7,3,0,0,24,2,6,2,4.0,0.92,63.15,590
42,8,13.25,12.33,20,8,3,22,0,0,3,5,4,0,3.0,0.93,84.33,512
34,9,8.47,48.02,18,5,5,12,0,1,12,4,2,4,3.0,0.06,59.22,529
55,10,14.99,32.23,12,3,3,16,0,0,34,5,4,2,2.0,0.95,47.09,965
53,5,0.59,64.72,9,9,6,3,1,0,3,4,5,3,1.0,0.19,45.94,463
53,6,2.73,41.15,12,4,7,13,0,0,3,7,1,1,4.0,0.16,56.67,425
36,11,12.21,72.99,12,4,10,10,0,1,10,4,2,1,1.0,0.67,42.33,417
19,7,11.64,36.34,13,5,2,4,0,0,39,5,3,3,5.0,0.33,78.36,447
34,12,18.16,39.55,15,2,4,23,0,0,32,8,0,4,4.0,0.98,83.89,604
47,6,7.38,30.48,14,4,4,3,0,0,40,3,5,2,5.0,0.11,39.22,880
27,8,8.71,45.43,11,2,5,14,0,0,7,8,4,5,4.0,0.16,79.07,68
52,6,22.37,23.63,13,7,4,10,0,0,9,9,1,4,4.0,0.73,84.56,572
53,14,9.32,32.56,10,4,4,18,1,0,29,4,2,2,4.0,0.42,78.95,1165
50,6,2.87,64.86,9,8,2,22,1,0,39,7,3,1,4.0,0.85,87.58,777
18,9,35.74,27.68,11,5,4,24,1,1,3,6,5,3,4.0,0.98,88.32,751
35,12,5.0,46.47,14,2,6,24,0,0,10,7,6,2,4.0,0.58,77.8,904
21,4,3.87,24.24,13,3,4,17,0,1,36,8,2,1,4.0,0.31,59.07,100
44,11,5.37,51.52,13,3,4,12,0,1,41,4,2,2,4.0,0.75,44.6,464
42,4,14.46,40.5,17,5,1,6,1,0,3,8,4,2,4.0,0.66,85.97,209
45,11,19.0,48.87,12,5,8,18,0,0,29,9,6,4,3.0,0.18,65.68,410
39,6,4.67,15.58,19,5,2,15,0,0,14,3,3,3,4.0,1.0,80.28,1038
59,7,6.37,68.46,11,4,1,8,0,0,8,6,6,2,4.0,0.72,70.63,517
42,9,11.36,56.98,12,3,7,12,0,1,35,8,5,2,3.0,0.95,65.13,784
34,12,23.37,49.58,8,4,4,16,0,0,40,8,0,2,3.0,0.88,71.33,200
29,9,7.55,11.08,23,2,7,17,0,0,13,8,2,2,4.0,0.14,49.35,499
33,10,0.78,66.04,18,2,4,14,0,0,39,9,3,2,4.0,0.49,47.18,60
54,9,13.45,47.81,11,5,2,7,3,0,10,7,0,5,4.0,0.88,61.74,904
33,13,5.75,32.27,7,8,1,22,0,0,19,9,1,0,5.0,0.41,51.12,223
34,5,56.66,43.5,13,5,4,4,2,0,7,2,3,4,4.0,0.37,66.55,586
48,14,12.08,37.99,10,2,4,16,1,0,13,8,2,4,4.0,0.74,51.98,613
32,10,4.49,11.13,14,8,1,16,1,1,17,8,2,2,4.0,0.6,52.98,1063
30,15,9.4,63.11,12,2,4,8,1,0,37,3,3,0,3.0,0.33,75.34,818
57,4,12.21,47.91,10,5,4,4,1,0,29,3,1,2,4.0,0.93,51.72,569
44,8,24.42,28.62,17,4,6,13,0,0,30,9,5,0,4.0,0.16,62.85,946
38,13,1.73,64.71,15,7,3,20,1,0,25,5,4,3,3.0,0.79,56.06,525
19,5,7.41,72.77,12,8,4,21,2,0,13,6,3,1,2.0,0.92,63.47,162
25,16,4.33,28.36,17,3,3,24,1,0,8,4,5,0,3.0,0.19,70.95,676
59,13,5.86,48.75,13,7,4,22,0,0,37,6,3,1,4.0,0.07,36.13,825
24,6,8.45,28.43,11,5,5,24,0,0,37,6,0,1,1.0,0.46,75.56,236
27,7,13.59,37.26,13,4,3,16,0,3,8,6,2,2,4.0,0.87,88.45,156
21,5,7.62,91.45,9,5,3,21,0,0,27,9,6,2,5.0,0.82,70.3,273
58,9,7.19,47.47,13,4,3,11,2,0,39,5,0,1,5.0,0.67,50.05,194
53,7,6.88,36.3,14,7,4,4,0,0,16,7,2,1,3.0,0.48,62.49,206
52,9,8.43,31.79,12,6,3,18,1,0,28,6,2,3,3.0,0.2,69.7,279
20,5,8.39,42.48,10,6,8,8,1,0,10,4,3,1,1.0,0.73,66.02,589
35,11,28.34,36.49,11,5,6,23,1,0,43,7,1,0,5.0,0.96,66.9,904
41,7,15.04,39.71,10,2,2,6,0,0,22,4,0,2,4.0,0.01,61.92,109
49,9,6.29,67.57,10,4,5,11,1,0,29,5,1,7,4.0,0.89,43.91,622
51,12,32.81,71.13,13,11,1,20,0,0,24,3,3,1,5.0,0.12,64.06,672
19,8,7.79,49.75,11,5,2,22,1,0,44,8,0,0,5.0,0.79,52.66,1110
19,6,9.43,17.69,10,5,3,23,0,0,1,6,4,3,4.0,0.78,71.74,641
27,8,0.8,29.99,15,4,5,9,1,0,2,7,4,4,3.0,0.82,85.3,178
40,2,18.03,66.47,13,8,2,22,1,2,32,1,4,2,4.0,0.09,69.67,451
32,8,17.88,63.53,16,5,3,12,0,1,44,8,3,1,4.0,0.19,76.91,409
29,3,11.21,15.3,13,4,4,15,0,0,3,6,2,2,5.0,0.94,43.39,1059
34,10,10.61,45.39,8,7,2,22,1,0,30,4,1,2,1.0,0.0,56.2,566
35,6,30.79,39.79,11,11,4,15,0,0,20,9,2,3,4.0,0.1,54.54,1136
31,6,2.54,45.41,5,9,4,5,2,1,38,2,3,4,3.0,0.13,59.21,833
34,6,6.92,5.0,18,8,3,3,0,0,29,7,6,3,5.0,0.34,64.09,746
32,7,2.82,42.57,16,7,3,8,1,0,36,2,6,2,4.0,0.31,61.8,175
29,10,35.43,5.0,13,4,5,3,0,0,9,8,2,2,4.0,0.77,30.94,1141
33,4,17.92,49.49,9,3,5,3,0,0,10,3,4,3,3.0,0.49,71.14,286
49,14,3.18,60.84,14,8,4,22,0,0,3,3,2,1,4.0,0.27,89.9,1076
40,7,16.66,54.19,17,6,5,16,0,0,5,4,3,1,3.0,0.17,58.33,573
55,7,9.65,28.37,9,7,8,13,0,0,20,8,2,4,5.0,0.61,77.26,405
51,11,18.35,76.0,14,9,4,9,0,0,15,11,5,1,2.0,0.24,80.99,402
51,8,11.9,14.99,12,6,5,7,0,0,27,4,2,4,4.0,0.69,72.37,178
33,11,8.44,28.78,10,7,6,22,0,0,10,6,2,2,4.0,0.86,61.04,68
51,6,17.47,56.97,15,4,2,3,0,0,5,6,1,1,5.0,0.78,63.25,866
57,8,9.49,32.39,15,7,3,8,1,0,30,3,6,4,3.0,0.44,55.58,277
24,8,16.11,36.73,16,3,8,15,0,0,35,7,3,0,3.0,0.3,75.54,284
50,7,15.69,60.46,7,4,0,17,0,0,0,10,5,3,2.0,0.18,91.77,714
21,14,12.85,52.67,15,3,2,19,0,0,42,6,3,0,5.0,0.61,43.01,631
24,11,5.24,26.28,13,2,3,6,1,0,40,8,2,2,4.0,0.18,76.47,133
35,9,12.7,52.64,9,3,2,15,1,0,22,7,4,2,4.0,0.92,68.93,762
21,13,6.44,61.79,11,8,1,16,0,0,18,5,4,3,4.0,0.34,74.72,884
28,6,9.65,45.81,15,11,2,9,0,0,23,3,3,1,4.0,0.86,46.33,623
37,10,26.0,91.99,13,8,5,15,1,0,0,3,4,5,3.0,0.26,63.33,521
28,8,3.28,13.7,13,9,3,9,0,0,31,3,5,2,5.0,0.07,53.86,76
32,7,16.36,72.09,7,5,2,12,0,1,18,5,2,0,4.0,0.75,60.98,562
34,9,7.01,17.72,8,8,5,4,0,0,27,8,2,2,2.0,0.64,64.62,880
51,7,24.69,40.9,9,6,6,13,0,0,27,7,6,0,5.0,0.33,80.56,1117
29,4,3.04,12.41,15,7,1,14,0,0,10,8,2,5,4.0,0.71,57.41,559
59,4,12.13,67.32,11,8,7,4,0,0,35,7,2,3,4.0,0.54,89.77,909
45,7,39.19,18.36,14,5,4,7,1,0,17,4,2,1,3.0,0.34,34.62,304
52,7,11.92,43.76,5,3,3,10,0,0,18,6,4,1,2.0,0.64,52.08,886
25,8,42.31,68.21,10,6,3,3,1,1,40,5,2,1,1.0,0.47,79.02,199
44,8,3.91,35.84,13,5,4,14,0,0,13,4,3,1,4.0,0.44,47.16,904
39,6,4.77,53.7,9,3,2,17,1,0,30,3,0,2,5.0,0.14,75.44,941
41,5,10.97,19.09,15,9,7,24,1,0,43,3,4,2,3.0,0.26,71.79,901
19,9,5.32,21.56,8,3,2,5,0,0,13,4,2,2,4.0,0.97,57.78,1137
48,9,11.8,6.37,10,2,4,12,0,1,24,6,2,1,3.0,0.31,100.0,744
39,8,3.87,59.05,9,4,4,24,0,0,39,5,2,0,4.0,0.29,57.82,412
18,4,14.19,32.04,16,2,1,20,0,1,22,4,3,5,2.0,0.51,49.05,725
31,12,20.32,56.87,7,3,2,19,1,1,28,6,3,1,5.0,0.81,36.12,516
42,8,20.02,19.94,13,6,2,24,1,0,10,6,1,3,3.0,0.2,73.15,508
53,7,7.78,19.69,9,7,6,6,1,0,4,6,3,4,4.0,0.65,45.64,751
53,11,2.37,41.84,8,2,4,6,2,0,37,5,2,2,4.0,0.23,81.19,12
58,7,6.61,45.69,19,4,7,12,0,0,7,9,3,2,4.0,0.78,74.36,383
20,6,4.44,40.49,15,6,6,24,0,1,0,6,2,2,4.0,0.38,80.61,1166
22,5,16.47,54.75,10,4,3,15,0,0,33,8,3,4,4.0,0.34,50.25,789
18,7,20.15,22.01,17,5,4,12,0,0,35,7,4,0,4.0,0.33,43.56,580
36,6,13.43,39.21,18,11,5,23,0,0,5,2,2,4,2.0,0.05,73.8,1195
50,6,33.74,75.09,19,4,3,8,0,0,5,4,1,5,2.0,0.11,52.49,669
59,6,23.88,40.55,14,7,3,20,0,0,8,6,2,1,5.0,0.51,63.54,1116
47,5,5.19,37.26,11,4,7,10,0,0,19,6,3,3,5.0,0.03,60.1,65
29,15,25.07,29.66,16,5,6,11,0,0,2,7,3,2,3.0,0.91,73.36,238
27,5,23.4,14.17,15,5,3,4,2,0,5,6,5,4,1.0,0.01,73.49,254
51,9,2.88,50.35,12,4,3,4,1,0,37,9,5,3,4.0,1.0,92.65,477
33,5,4.2,19.57,12,7,4,14,0,0,36,6,3,1,3.0,0.73,53.45,904
57,6,3.13,51.85,14,6,3,5,1,1,17,4,3,2,5.0,0.65,41.76,80
46,8,50.67,31.76,19,7,3,18,0,0,23,8,0,4,5.0,0.8,85.19,1122
32,8,8.26,31.36,19,6,6,5,0,0,22,4,5,3,2.0,0.76,72.45,1199
28,6,2.99,22.93,21,2,0,16,0,1,37,2,3,2,4.0,0.94,84.83,318
51,4,2.84,34.31,11,9,1,10,0,0,8,6,4,4,3.0,0.89,71.47,205
53,7,2.94,58.6,12,5,4,14,0,0,12,5,2,2,5.0,0.92,38.16,867
47,15,20.08,101.43,12,3,3,16,0,0,16,7,1,3,3.0,0.2,54.75,397
52,9,4.81,36.68,10,5,3,5,0,0,41,5,1,3,4.0,0.32,78.72,860
26,10,7.44,70.46,7,10,2,13,0,0,41,7,2,2,4.0,0.92,45.25,356
35,8,11.5,49.64,10,5,7,14,1,0,39,5,0,4,3.0,0.74,84.64,1076
36,6,20.3,57.35,12,4,0,3,0,0,2,7,3,3,4.0,0.13,72.5,406
56,9,16.7,49.69,7,9,4,19,1,0,12,5,5,0,2.0,0.21,75.07,954
21,4,5.53,46.81,9,1,2,5,0,0,21,3,2,1,3.0,0.68,32.14,35
23,10,10.15,35.78,16,4,4,17,0,1,40,5,3,2,4.0,0.67,64.1,986
50,9,14.51,62.79,6,5,7,3,0,0,4,7,3,2,1.0,0.17,46.61,520
49,7,19.59,23.72,8,2,4,17,1,0,28,10,4,4,4.0,0.74,71.43,1198
33,6,8.22,47.95,11,3,4,10,0,0,34,3,5,1,5.0,0.47,74.07,128
28,10,4.33,5.0,13,5,4,15,0,1,19,11,3,1,5.0,0.09,50.48,1084
39,14,8.77,75.07,10,2,8,9,0,0,2,8,3,5,4.0,0.29,51.86,537
53,9,5.05,42.51,13,3,2,6,0,0,33,6,2,0,3.0,0.16,57.55,1010
40,10,10.01,47.19,9,4,4,17,1,0,39,2,3,0,4.0,0.58,69.09,137
43,4,10.81,27.31,8,4,4,19,0,0,30,4,1,2,5.0,0.2,82.66,493
48,7,6.37,35.31,12,4,5,12,0,0,31,8,4,1,4.0,0.5,56.4,528
46,10,5.59,78.37,17,7,3,18,1,1,37,7,4,5,3.0,0.01,34.7,565
22,7,1.6,64.87,13,4,3,13,0,0,15,2,2,3,5.0,0.01,45.58,203
55,12,7.85,75.81,16,4,6,12,0,0,23,8,3,0,3.0,0.01,60.54,573
42,9,8.77,57.75,20,6,6,5,0,0,41,8,3,2,4.0,0.29,64.99,507
51,11,24.68,13.7,6,2,3,7,0,0,33,2,2,3,5.0,0.13,82.16,1119
29,10,12.57,78.7,11,7,3,10,0,0,14,8,4,3,4.0,0.72,81.21,296
39,9,12.34,49.42,9,5,6,4,1,0,29,8,2,3,1.0,0.07,43.8,894
26,14,23.76,34.42,10,8,2,3,0,0,18,7,0,0,4.0,0.05,53.38,830
37,7,8.75,35.3,12,4,4,11,1,1,0,3,4,3,5.0,0.88,51.5,1040
46,8,12.01,41.91,15,1,6,10,1,0,12,3,3,3,4.0,0.66,58.83,342
46,8,17.48,52.27,15,9,3,19,0,0,31,5,2,0,4.0,0.75,95.53,418
44,7,9.02,46.11,12,4,2,6,0,0,7,10,1,2,3.0,0.44,61.72,955
34,10,3.98,70.06,11,5,4,16,2,1,6,4,1,1,3.0,0.26,64.45,222
22,10,8.8,42.5,14,4,0,17,0,0,14,8,2,3,4.0,0.74,86.3,475
30,6,6.87,30.35,16,2,5,18,0,0,42,5,2,1,3.0,0.66,61.2,56
59,9,23.09,54.2,14,6,5,18,0,0,43,8,4,1,3.0,0.14,52.77,834
32,9,5.14,19.28,16,3,3,17,0,0,1,5,2,3,4.0,0.71,60.97,943
32,8,9.92,5.0,8,4,3,16,0,0,28,10,3,3,5.0,0.04,53.49,1098
35,6,15.02,5.24,10,6,7,18,1,1,37,8,3,1,2.0,0.3,100.0,1038
19,14,15.22,51.5,16,5,4,14,1,0,8,8,2,2,2.0,0.29,28.56,1137
40,6,6.97,49.4,12,5,4,21,0,0,5,7,2,5,3.0,0.24,71.64,959
30,9,3.41,5.0,20,7,4,13,1,0,34,5,2,1,2.0,0.76,65.29,858
21,3,12.15,30.9,6,4,3,17,1,0,6,9,1,3,4.0,0.86,70.52,360
42,5,1.53,19.05,15,5,6,4,0,0,34,7,4,1,3.0,0.87,17.06,656
28,9,10.27,32.58,11,7,5,21,0,0,37,6,2,1,4.0,0.74,81.32,160
59,9,11.11,19.34,8,7,6,3,0,1,20,5,0,1,5.0,0.05,56.42,817
29,8,21.9,35.32,13,2,3,17,0,0,6,6,3,0,4.0,0.41,55.58,488
30,4,20.87,51.74,9,3,1,14,0,0,29,6,3,3,2.0,0.35,38.66,269
26,6,48.58,59.94,9,8,2,9,1,0,10,6,4,2,5.0,0.7,63.16,1071
55,10,19.41,41.59,13,8,4,17,0,0,42,7,4,4,4.0,0.53,91.11,1189
23,6,12.62,28.82,5,3,10,15,0,0,29,6,2,2,4.0,0.11,81.48,478
27,7,7.57,54.39,9,4,3,15,0,0,24,10,1,3,4.0,0.5,60.22,68
40,7,13.05,39.05,12,6,7,17,0,0,35,13,2,1,4.0,0.19,66.5,1129
32,10,7.34,48.42,15,4,3,19,0,0,17,7,2,2,5.0,0.46,58.28,965
40,10,7.65,35.25,15,5,4,15,0,2,27,3,6,1,5.0,0.42,70.35,83
57,11,16.77,39.87,17,2,4,21,0,1,39,5,2,1,3.0,0.08,67.3,818
54,6,13.12,66.78,3,7,11,24,0,0,9,5,3,3,3.0,0.88,44.12,561
51,5,4.63,42.76,16,8,4,24,2,0,17,8,1,3,4.0,0.21,66.54,74
33,3,12.26,53.26,10,3,2,3,0,0,8,8,4,3,3.0,0.13,57.51,910
58,11,5.46,17.36,11,5,7,12,0,0,28,2,5,0,3.0,0.58,91.39,1091
49,8,12.48,41.63,8,9,1,20,1,0,29,5,3,1,4.0,1.0,93.75,92
55,13,12.53,23.49,12,1,2,16,0,0,37,7,6,4,5.0,0.02,67.25,961
57,3,6.84,21.89,9,4,3,10,1,1,31,7,2,1,4.0,0.01,60.01,948
22,7,9.01,12.62,16,10,2,12,0,0,44,4,3,2,5.0,0.04,69.26,44
34,10,9.37,71.0,15,5,3,19,0,0,6,4,6,1,4.0,0.67,77.24,942
39,5,3.61,33.61,9,2,4,21,2,0,11,4,3,0,4.0,0.07,65.25,1089
56,6,31.24,11.81,15,7,4,20,0,1,7,3,5,2,5.0,0.33,30.01,303
58,11,8.29,59.51,10,7,5,17,1,0,20,1,4,2,5.0,0.22,73.99,314
35,6,24.53,72.21,13,3,1,14,0,1,3,0,1,3,4.0,0.78,67.92,1166
45,6,14.76,57.57,12,6,3,24,0,0,40,9,7,3,4.0,0.93,63.09,817
30,5,14.26,19.21,15,3,5,5,0,0,44,3,3,5,4.0,0.93,69.76,83
59,15,15.62,25.16,11,7,6,6,0,1,2,4,1,1,2.0,0.84,61.69,67
18,8,20.36,5.0,6,8,7,12,0,0,30,9,1,2,2.0,0.06,78.35,756
36,8,7.29,70.6,16,7,7,23,1,0,17,7,3,5,4.0,0.76,66.48,128
51,4,12.31,60.09,8,4,5,3,2,0,25,6,5,1,3.0,0.13,66.47,921
21,11,18.46,40.18,15,9,4,3,0,1,5,4,4,3,4.0,0.11,64.42,489
20,9,4.94,22.73,14,3,2,14,1,0,27,8,1,6,2.0,0.7,85.32,713
58,13,1.68,49.03,15,2,4,6,0,0,30,11,1,2,4.0,0.49,80.43,189
27,11,12.53,49.19,16,7,6,12,1,0,28,8,3,2,5.0,0.01,69.3,947
45,12,4.72,33.68,15,3,6,22,0,1,36,7,5,3,3.0,0.53,61.56,162
51,6,18.12,38.93,13,5,4,19,0,0,1,6,6,1,4.0,1.0,54.44,400
56,8,45.63,33.78,13,4,3,5,0,0,22,6,3,0,2.0,0.3,38.56,703
36,10,12.28,43.9,14,4,4,7,0,0,30,4,3,1,4.0,0.92,61.67,340
59,13,17.82,34.76,12,4,0,11,1,0,24,11,3,4,5.0,0.33,69.84,769
53,5,7.41,25.84,11,2,3,10,0,0,20,7,2,1,3.0,0.19,48.26,804
20,10,21.41,28.57,8,3,8,12,1,0,12,7,1,4,4.0,0.27,75.65,891
40,12,4.58,46.91,16,6,5,19,1,0,32,3,4,3,4.0,0.97,57.57,982
34,12,6.06,13.38,10,6,4,18,0,0,26,3,4,1,4.0,0.46,55.61,420
24,10,14.87,54.68,9,3,4,23,0,1,9,6,5,3,3.0,0.25,49.03,1071
43,12,24.89,28.44,12,5,5,12,0,0,36,5,2,2,5.0,0.94,72.74,129
35,7,9.18,16.44,6,4,2,20,0,0,8,7,1,3,4.0,0.17,46.72,178
23,7,14.64,13.84,11,7,1,13,1,0,23,5,4,5,4.0,0.23,54.27,503
48,11,9.02,36.43,12,2,4,19,0,1,44,7,3,4,4.0,0.59,67.11,794
46,8,5.47,53.56,12,6,3,24,0,0,19,8,2,2,3.0,0.73,74.24,1027
26,11,17.44,12.53,13,3,2,24,0,0,31,5,3,2,4.0,0.49,60.58,320
52,7,8.19,44.81,5,6,4,17,1,0,16,10,5,3,4.0,0.92,84.32,1189
34,6,16.5,45.75,9,3,3,5,0,0,10,3,3,0,4.0,0.39,63.55,420
29,5,19.87,29.18,16,5,4,14,1,0,29,9,1,1,3.0,0.23,69.3,439
53,6,5.53,66.42,11,11,3,12,0,0,25,10,0,4,3.0,0.18,91.24,704
41,12,11.53,23.99,9,5,7,17,0,0,43,5,2,1,4.0,0.87,97.38,555
27,12,19.74,7.75,6,5,4,4,0,0,23,6,3,3,2.0,0.85,67.94,58
47,10,9.23,17.61,11,4,3,18,0,0,13,6,3,1,5.0,0.36,55.28,1155
46,12,19.63,27.59,13,7,2,6,0,0,20,5,6,2,3.0,0.01,67.62,828
56,12,6.66,74.2,11,5,1,7,0,0,20,4,4,1,4.0,0.67,75.35,790
27,10,31.62,54.48,5,10,3,14,0,1,7,9,3,0,3.0,0.79,77.43,466
56,9,5.19,39.29,11,6,5,3,0,0,11,9,2,1,2.0,0.06,71.04,885
